semesters_completed,cpi,internal_marks_percentage,attendance_percentage,total_backlogs,study_hours_weekly,pyq_solving_frequency,sleep_category,gaming_hours_weekly,extra_curricular_level,travel_time_category,department
6,5.83,48.7,75.8,2,3.0,2,>8,7.5,Low,30-60,ICT
7,6.66,53.7,80.0,3,11.5,2,6-8,13.1,Medium,30-60,EC
2,7.01,59.1,80.1,0,17.8,2,6-8,5.3,Medium,>60,ICT
5,5.0,43.1,58.0,5,9.9,0,6-8,8.7,Medium,<30,CE
5,7.34,63.6,64.8,0,19.9,4,6-8,6.7,Medium,<30,EE
0,7.43,56.4,69.1,-1,13.6,1,6-8,9.2,High,<30,ME
3,5.91,48.2,75.0,0,13.5,2,<6,9.3,Low,<30,EE
6,5.52,67.1,66.5,2,12.3,4,6-8,7.4,Medium,<30,ME
7,5.62,64.2,65.7,3,13.3,2,6-8,9.5,High,30-60,IT
7,5.2,54.0,59.3,3,3.0,1,<6,5.2,High,30-60,CE
7,5.74,39.2,55.2,5,14.6,1,6-8,12.1,Medium,>60,EC
5,8.27,81.2,88.5,0,20.9,3,>8,6.6,Low,<30,EE
2,5.12,34.2,53.6,3,4.6,1,>8,6.5,Low,30-60,ME
4,8.63,72.9,79.0,1,24.7,4,>8,2.0,Low,30-60,IT
3,5.89,53.9,66.7,6,7.1,2,<6,5.9,Medium,<30,CE
2,5.83,61.7,59.4,3,11.4,1,6-8,11.1,Medium,>60,CE
6,5.45,53.8,62.3,6,7.2,2,6-8,15.4,Medium,<30,IT
5,5.89,52.4,59.0,8,7.9,0,6-8,6.0,Low,<30,EC
6,6.38,48.9,68.0,1,16.5,1,<6,7.2,Medium,>60,ICT
2,4.74,59.9,66.7,4,14.2,0,<6,10.1,Medium,<30,IT
7,5.66,66.4,71.0,3,14.3,2,<6,9.8,High,30-60,EC
2,6.29,42.3,63.9,3,17.5,2,<6,15.3,Low,<30,IT
4,7.72,67.1,89.3,0,23.5,5,<6,2.6,Medium,30-60,EE
0,7.3,34.1,56.6,-1,14.9,0,<6,13.7,Medium,<30,EE
4,6.02,58.3,73.5,3,24.4,2,6-8,7.7,Medium,30-60,CE
0,6.8,59.0,80.5,-1,13.0,3,6-8,5.6,Medium,<30,ME
2,4.27,33.3,65.4,0,5.1,0,6-8,6.6,High,>60,ICT
6,7.07,79.7,83.1,0,27.3,3,<6,7.5,High,>60,CE
7,5.78,45.0,81.9,5,10.0,0,>8,7.9,Low,<30,ICT
6,3.56,26.2,53.0,4,3.0,0,<6,14.3,Medium,30-60,EC
3,8.07,64.7,80.5,1,22.8,5,<6,6.2,Low,<30,CE
4,5.33,55.2,74.5,8,9.0,1,6-8,12.1,Low,30-60,IT
2,4.95,53.6,62.2,3,11.5,1,6-8,13.7,Medium,<30,ICT
5,7.82,53.9,87.6,1,17.5,1,6-8,6.4,Medium,<30,IT
3,6.29,41.7,68.6,3,9.8,2,6-8,12.7,Medium,<30,ME
2,6.0,73.0,73.6,0,20.5,4,<6,9.8,Medium,<30,IT
4,7.63,79.0,72.1,0,27.1,4,6-8,8.7,Medium,<30,ICT
1,5.32,56.3,82.9,2,15.2,1,6-8,10.6,Medium,<30,ICT
5,7.27,74.4,79.0,1,19.5,3,<6,6.5,Medium,<30,ME
1,5.37,61.8,52.5,4,12.3,0,>8,8.0,High,30-60,ME
4,9.02,94.9,93.6,0,28.7,4,6-8,6.1,Medium,>60,EC
3,6.23,62.1,72.3,6,13.4,1,<6,5.5,Medium,<30,ICT
4,8.6,76.9,93.4,1,21.6,3,<6,10.1,Medium,<30,EC
2,7.48,91.6,67.2,1,21.1,2,<6,2.8,Low,<30,ME
2,6.89,71.6,84.7,2,26.5,4,>8,7.2,Medium,>60,ICT
1,6.61,51.0,68.3,2,7.7,3,<6,2.8,High,30-60,EE
6,5.66,66.5,67.9,5,6.9,3,6-8,11.7,Low,<30,EC
0,5.95,28.4,60.7,-1,3.4,0,<6,20.0,Medium,30-60,EE
3,6.68,66.3,79.7,3,18.8,1,6-8,9.3,Medium,30-60,CE
3,6.81,67.6,78.4,3,16.3,2,6-8,9.6,Low,>60,ICT
1,7.11,67.7,79.7,2,24.0,1,6-8,3.0,Medium,30-60,ME
3,2.66,20.0,48.2,8,3.0,0,<6,15.2,High,30-60,CE
3,5.1,54.1,61.9,8,12.7,1,<6,10.8,High,>60,EE
2,6.72,49.8,70.3,0,12.6,3,<6,13.4,Low,30-60,ICT
5,7.19,73.0,79.0,1,17.1,2,6-8,8.7,Medium,30-60,ICT
0,8.02,64.5,79.5,-1,21.0,4,6-8,7.3,Medium,>60,CE
1,6.06,59.7,66.3,3,13.0,2,6-8,9.0,Low,>60,ICT
5,7.21,65.3,78.7,2,18.1,2,<6,8.7,Low,<30,EE
5,5.54,45.0,65.5,7,10.7,0,6-8,9.9,Low,30-60,ME
2,7.24,70.6,84.8,1,20.3,3,6-8,7.3,Low,30-60,EE
5,6.97,63.1,87.6,1,18.0,4,<6,4.4,Medium,30-60,ICT
3,6.58,51.2,87.1,1,18.6,4,<6,1.1,High,<30,ME
4,6.4,56.8,79.3,3,14.0,1,>8,4.6,High,<30,EE
2,8.37,61.3,91.4,0,17.0,4,6-8,8.3,High,>60,EE
7,7.15,56.9,56.9,1,22.2,2,6-8,3.9,Low,<30,IT
5,5.05,40.4,61.8,3,15.0,1,>8,5.0,Medium,30-60,ME
2,7.2,67.6,72.2,2,20.1,2,<6,10.6,Medium,30-60,EE
2,6.95,89.4,82.9,2,16.2,4,6-8,3.5,Low,>60,CE
6,5.57,49.3,68.5,1,13.4,2,6-8,11.7,Medium,<30,ICT
3,6.96,75.7,89.3,0,17.9,3,6-8,3.4,High,30-60,ICT
0,5.77,74.5,66.0,-1,21.6,2,<6,9.9,Medium,<30,EC
0,7.43,33.8,50.9,-1,4.3,0,<6,18.1,Low,30-60,IT
3,7.04,50.3,71.4,1,17.4,3,<6,12.4,Medium,>60,ME
3,5.0,49.9,63.8,1,15.2,2,6-8,5.4,High,30-60,CE
5,7.45,70.4,84.7,0,14.9,4,<6,1.5,Low,<30,EE
4,6.42,75.9,92.5,0,16.0,3,>8,0.9,Medium,30-60,ICT
6,7.35,78.9,78.8,4,13.4,2,6-8,4.9,Medium,<30,IT
2,8.2,83.5,84.2,0,26.1,5,6-8,3.3,Medium,<30,EE
5,6.33,70.7,74.8,8,14.7,3,6-8,6.7,Medium,30-60,ICT
7,7.17,61.3,81.2,2,13.3,3,6-8,11.3,Low,30-60,EE
0,6.94,51.2,77.6,-1,19.7,4,6-8,0.0,Medium,>60,CE
5,6.22,59.8,73.7,1,19.0,2,>8,6.9,Low,<30,CE
5,7.62,89.0,92.9,3,13.3,5,6-8,2.9,Low,30-60,ME
6,6.73,46.8,71.3,3,10.7,2,<6,10.7,Medium,<30,ME
2,5.89,71.4,75.6,4,14.8,0,>8,13.9,Low,30-60,ICT
3,6.1,51.5,68.7,5,11.9,0,>8,9.5,Low,<30,IT
2,7.49,61.1,88.0,0,18.0,2,6-8,10.8,Medium,30-60,EE
2,7.17,62.0,81.4,1,12.7,3,6-8,9.8,Medium,>60,ME
7,8.25,78.5,90.4,1,19.9,3,6-8,8.8,Low,>60,EC
3,8.57,54.5,88.2,1,13.5,3,6-8,6.0,Low,>60,IT
6,5.42,55.7,77.1,1,12.3,2,6-8,6.5,Medium,30-60,EC
6,5.02,50.4,50.8,4,17.0,1,>8,11.8,Medium,30-60,IT
3,8.01,67.5,77.6,1,22.9,2,<6,5.6,Low,30-60,ICT
7,7.78,76.5,82.5,1,17.2,5,6-8,3.8,Medium,<30,ICT
6,7.27,71.1,72.6,0,17.2,3,<6,2.9,Medium,<30,ME
4,7.55,75.2,87.8,1,17.9,3,6-8,7.3,Low,30-60,EC
2,6.09,56.5,71.0,2,11.6,3,6-8,7.8,Low,<30,EC
0,6.48,42.7,65.4,-1,18.3,1,6-8,11.1,High,30-60,CE
3,5.68,57.5,69.1,8,12.4,1,>8,9.2,Medium,30-60,IT
3,5.58,57.9,70.5,2,12.8,1,<6,14.2,Low,<30,CE
5,6.28,58.9,56.9,4,17.6,1,6-8,6.7,Low,>60,CE
0,8.79,66.3,65.7,-1,22.2,3,6-8,5.7,Medium,<30,ME
6,5.65,49.2,79.1,1,13.3,2,6-8,6.4,High,>60,CE
3,6.22,58.8,69.5,1,7.3,2,<6,12.2,Medium,30-60,CE
3,6.02,56.9,66.2,3,10.8,2,>8,8.4,Medium,>60,CE
1,7.34,73.3,90.9,0,20.1,2,6-8,4.6,Medium,>60,ME
7,6.36,66.1,84.9,4,20.0,3,<6,9.4,High,>60,ME
3,6.27,46.7,72.4,1,6.3,3,<6,2.1,Low,30-60,IT
6,5.99,53.4,71.5,2,6.8,1,6-8,8.6,Low,30-60,CE
2,5.13,43.5,54.6,8,13.8,0,<6,12.9,Medium,>60,ICT
0,6.26,69.5,77.3,-1,21.8,4,6-8,4.0,Medium,>60,ME
5,7.01,64.2,81.0,3,17.0,4,6-8,4.9,Low,<30,CE
7,4.56,41.1,59.7,3,8.0,0,6-8,11.9,Medium,>60,CE
5,7.68,69.6,75.3,1,22.4,3,<6,4.7,Medium,<30,ICT
4,7.68,82.8,83.7,2,21.7,4,6-8,3.8,High,<30,ME
3,5.91,60.9,85.1,1,16.7,3,6-8,5.1,Low,30-60,IT
2,8.07,86.3,84.4,0,23.2,3,6-8,8.9,Medium,>60,ME
3,5.78,63.5,77.7,1,16.2,3,<6,0.0,High,30-60,EC
1,5.03,37.6,66.3,3,5.3,0,6-8,9.9,Medium,>60,IT
2,7.45,62.2,94.6,4,13.8,2,<6,9.2,Medium,30-60,EC
4,7.18,58.8,86.8,0,15.5,1,<6,14.9,Medium,<30,ICT
1,5.37,57.7,64.8,7,16.2,1,<6,18.3,Medium,30-60,CE
6,6.86,71.8,79.4,0,13.2,3,>8,6.1,Low,>60,IT
0,9.21,27.9,54.8,-1,13.0,0,6-8,17.2,Medium,30-60,ICT
2,7.58,70.2,87.7,0,16.7,4,6-8,3.0,Low,30-60,EE
4,6.26,55.2,81.3,5,11.7,2,6-8,15.0,Low,<30,EC
7,4.97,43.4,63.1,2,13.7,1,6-8,9.4,Medium,30-60,EC
4,6.29,59.2,60.2,3,19.6,2,<6,10.2,Medium,30-60,EC
2,6.37,71.8,82.2,1,13.6,3,6-8,7.6,Medium,<30,CE
3,6.29,58.4,69.9,3,14.2,4,<6,5.0,Low,>60,ME
2,6.07,58.8,67.4,1,14.7,1,6-8,13.5,Medium,30-60,ME
1,6.02,56.3,74.0,5,15.8,1,<6,8.9,Medium,30-60,EC
1,4.79,53.1,68.5,6,9.4,0,<6,9.6,Medium,<30,CE
4,7.25,63.7,73.5,1,15.6,2,6-8,9.3,High,30-60,EE
2,7.67,62.9,83.6,1,17.7,4,6-8,6.3,Medium,<30,ICT
0,8.22,71.6,76.8,-1,11.6,3,6-8,13.0,Low,30-60,ICT
2,6.49,82.7,83.3,3,25.3,3,<6,5.8,High,30-60,EE
4,7.85,76.9,85.3,0,20.0,3,6-8,2.2,Medium,<30,ICT
2,5.3,61.9,77.9,6,9.9,2,<6,10.0,Low,30-60,CE
2,7.61,58.8,64.3,2,14.5,2,>8,8.9,Low,<30,CE
5,8.63,90.2,93.0,0,27.5,4,>8,5.0,Medium,<30,IT
5,8.5,91.7,74.1,0,20.3,4,6-8,1.2,Medium,<30,CE
2,4.86,45.2,58.9,6,5.6,0,<6,8.6,High,30-60,EC
3,7.69,59.5,71.6,1,16.9,3,<6,4.4,Low,30-60,ME
6,6.32,58.8,75.6,0,23.2,1,>8,9.3,Medium,<30,EE
5,7.92,66.6,79.0,3,21.1,4,6-8,4.1,Low,<30,EC
0,8.42,47.0,92.4,-1,17.8,2,>8,7.5,Low,>60,ME
3,5.59,51.7,71.8,6,15.0,2,6-8,12.2,High,>60,IT
5,6.29,50.0,68.5,3,9.7,1,<6,12.8,Medium,30-60,IT
1,5.11,57.7,75.4,1,15.9,2,6-8,12.0,Low,30-60,IT
1,7.43,73.5,88.4,1,16.1,3,6-8,2.2,Medium,<30,IT
5,5.6,50.0,68.1,4,11.2,0,6-8,14.2,Medium,30-60,CE
2,5.37,51.1,73.6,1,10.5,2,<6,7.5,High,<30,ME
2,4.97,42.3,77.5,2,3.0,0,>8,8.5,Medium,>60,ICT
4,7.94,72.2,79.3,0,22.5,4,>8,6.4,Medium,>60,EE
6,7.75,77.0,70.5,0,22.0,3,6-8,0.0,Low,>60,ME
4,5.78,53.9,59.9,3,14.8,1,6-8,8.9,Medium,30-60,ME
7,5.46,51.5,84.6,2,11.1,1,>8,7.8,Medium,30-60,CE
1,7.1,61.1,86.6,3,17.4,2,6-8,9.2,Medium,<30,EC
6,8.21,86.9,80.4,0,20.5,2,<6,2.4,Low,30-60,ME
4,7.68,78.0,89.2,2,7.9,2,6-8,6.3,Low,<30,EC
6,5.58,50.4,59.2,4,12.5,2,6-8,6.7,High,30-60,EE
2,4.27,39.7,49.8,5,6.3,2,6-8,12.8,Low,>60,ME
4,4.94,29.8,61.8,4,10.8,0,<6,12.0,Low,>60,ME
6,6.23,59.5,77.7,3,8.6,2,6-8,11.8,Medium,30-60,EE
6,6.24,41.2,80.8,2,10.2,1,<6,3.6,Medium,30-60,EC
3,7.73,71.6,76.6,3,13.3,2,6-8,4.3,Low,>60,EE
6,5.54,42.5,66.6,2,11.6,1,6-8,4.0,Low,>60,ICT
5,4.95,53.8,55.0,4,11.0,0,6-8,11.4,Medium,>60,ME
3,4.81,59.8,73.6,2,16.8,1,<6,13.9,Low,<30,EC
7,8.17,82.7,96.3,0,12.0,3,>8,5.5,Medium,<30,CE
0,6.48,61.5,83.9,-1,16.3,2,6-8,6.3,Low,<30,IT
3,8.98,78.6,91.0,0,24.0,5,6-8,0.0,Low,>60,CE
2,6.03,65.4,78.0,3,18.1,2,<6,5.4,Medium,30-60,EE
7,6.59,60.1,78.6,4,9.8,2,<6,7.6,High,30-60,IT
0,5.53,61.1,79.9,-1,21.8,4,>8,2.9,High,>60,IT
5,6.02,51.7,79.3,7,23.9,2,6-8,6.1,Medium,>60,IT
5,6.33,79.7,67.5,1,15.5,3,6-8,4.2,Medium,30-60,ME
1,5.95,70.5,64.7,1,12.0,3,>8,6.6,Low,<30,ME
1,3.09,25.2,55.1,7,3.0,0,<6,19.9,Medium,30-60,EC
0,5.99,71.2,92.5,-1,28.8,5,<6,0.0,Medium,30-60,IT
1,8.26,63.5,77.8,1,19.9,4,<6,5.7,Medium,30-60,EE
6,6.95,70.7,87.5,4,19.1,2,<6,8.0,Medium,30-60,EC
7,6.45,58.9,64.0,1,15.3,3,6-8,5.7,High,>60,EC
7,6.36,61.1,67.8,2,14.7,1,<6,0.7,High,<30,CE
3,5.76,65.6,73.2,3,18.8,3,<6,15.2,Medium,<30,ME
5,7.42,70.5,79.6,1,20.3,2,6-8,5.9,Medium,<30,ME
6,4.67,39.8,63.3,4,11.0,1,6-8,12.5,Low,>60,EE
6,6.24,70.5,70.4,0,18.1,4,6-8,11.2,Low,<30,EC
0,7.5,66.6,81.8,-1,21.9,2,6-8,4.8,Low,>60,EE
2,6.05,52.6,78.4,5,14.8,4,6-8,4.3,Low,30-60,IT
7,6.99,66.3,76.3,1,10.5,3,>8,8.6,Low,30-60,ME
5,5.81,61.1,69.9,5,6.1,2,6-8,8.6,High,30-60,EC
6,5.16,55.1,71.5,8,7.6,0,<6,12.5,High,<30,ICT
4,5.76,65.2,80.8,1,14.5,1,>8,10.3,Medium,<30,IT
3,7.54,62.5,93.4,1,15.0,3,>8,5.5,Low,30-60,ME
5,4.79,49.4,71.0,8,6.0,0,<6,9.7,Medium,>60,CE
3,6.84,72.5,77.1,3,18.1,3,6-8,6.1,Low,<30,CE
3,6.03,51.8,73.9,4,14.3,3,<6,9.4,Low,30-60,ICT
3,5.47,67.6,65.8,3,13.7,2,<6,11.8,Medium,30-60,ME
1,3.34,55.5,70.1,6,3.9,1,<6,13.8,Medium,30-60,EC
4,5.92,39.4,60.7,5,7.3,1,<6,8.7,High,<30,EE
4,7.05,59.1,79.0,0,24.2,4,<6,8.5,Low,<30,EE
4,6.19,59.4,69.4,1,9.0,1,6-8,8.0,Low,>60,ME
1,6.18,61.1,57.4,0,11.2,3,6-8,12.5,Medium,>60,EE
7,6.49,59.9,63.9,3,19.2,1,<6,12.8,Medium,>60,CE
5,7.05,76.1,82.5,3,14.4,2,6-8,10.8,Medium,30-60,EC
1,7.64,76.7,83.8,1,14.2,4,6-8,4.7,Low,30-60,IT
0,7.87,51.5,87.7,-1,14.7,1,6-8,11.2,Medium,30-60,CE
5,7.82,69.2,81.6,1,27.2,2,<6,3.6,Low,30-60,IT
3,7.67,66.1,70.4,2,19.6,2,<6,8.6,Medium,30-60,ICT
2,7.44,60.4,73.6,3,18.4,3,>8,4.5,High,<30,CE
6,6.26,59.6,79.7,1,11.9,3,6-8,6.8,Low,30-60,ICT
3,7.43,64.4,89.1,1,18.8,4,6-8,0.7,Medium,30-60,EC
5,7.1,63.0,63.3,1,20.3,2,6-8,14.1,Medium,>60,EE
4,8.22,62.0,65.3,1,20.2,4,<6,2.6,High,30-60,CE
2,8.88,87.1,84.0,1,17.9,4,6-8,5.7,Medium,30-60,EC
2,4.64,44.4,84.0,5,8.2,3,>8,12.6,Low,<30,EC
7,5.08,48.0,62.9,6,7.5,0,6-8,10.5,Medium,>60,ICT
2,4.35,62.8,65.5,4,14.3,2,6-8,9.9,Medium,<30,IT
6,6.93,66.0,87.0,1,21.0,3,6-8,10.6,Low,30-60,ME
6,4.79,57.3,64.1,2,10.4,0,6-8,19.3,Low,30-60,IT
0,7.33,68.3,69.6,-1,17.9,3,<6,3.4,Medium,<30,ME
5,7.6,70.0,82.0,2,10.2,4,6-8,10.4,Medium,30-60,IT
5,8.62,81.2,78.1,1,19.2,4,6-8,0.8,Medium,<30,ICT
3,5.84,64.7,85.4,0,12.4,2,<6,6.0,Medium,30-60,ME
4,4.53,41.1,58.8,3,8.4,0,>8,13.2,High,<30,IT
1,5.73,55.3,68.3,4,6.4,0,<6,8.4,High,30-60,ME
2,5.65,44.5,65.0,5,3.0,0,6-8,13.9,Medium,30-60,ICT
5,5.38,57.3,81.6,1,16.2,2,>8,10.0,Medium,<30,EC
4,5.57,44.3,78.3,1,22.4,2,6-8,3.7,Medium,30-60,EC
1,5.06,49.5,63.0,4,6.8,0,>8,8.4,Low,30-60,IT
7,7.85,87.6,89.2,0,16.8,5,6-8,-0.0,Medium,>60,EE
7,5.0,56.0,58.8,3,4.3,0,<6,11.9,Medium,>60,CE
2,8.27,74.6,84.6,0,24.6,4,6-8,1.7,Medium,30-60,ICT
6,7.74,72.0,91.0,0,22.7,4,<6,10.7,Medium,<30,CE
2,6.55,61.3,76.1,0,9.0,3,6-8,5.2,Medium,30-60,CE
4,5.61,48.1,73.0,3,14.5,1,>8,12.2,Medium,30-60,ICT
6,7.26,53.4,84.9,1,24.9,2,6-8,9.6,High,>60,ME
3,4.77,54.2,62.4,2,6.0,1,<6,11.3,Low,>60,EE
4,7.27,82.9,83.7,0,20.7,5,<6,0.0,Medium,30-60,EC
3,5.68,48.4,75.1,1,10.7,1,6-8,7.5,Medium,<30,ICT
6,6.0,53.9,68.9,4,19.1,2,<6,2.3,Low,30-60,IT
3,4.26,51.9,61.4,6,10.0,0,6-8,9.8,Medium,>60,ICT
4,4.11,24.2,63.4,3,9.2,0,<6,12.3,Medium,>60,IT
6,5.23,42.3,64.6,8,11.3,0,6-8,13.0,Low,30-60,EE
5,7.8,67.9,77.2,2,22.9,4,6-8,0.3,High,>60,ICT
4,5.88,55.2,74.7,5,9.5,2,>8,7.3,High,<30,EC
3,5.86,61.2,74.9,2,10.6,2,>8,7.6,Medium,>60,IT
1,7.62,61.4,86.2,2,17.5,4,<6,9.5,High,<30,IT
0,9.86,87.4,79.0,-1,30.9,5,6-8,3.9,Medium,30-60,ICT
7,8.74,73.0,89.7,0,23.5,5,>8,2.7,Low,30-60,CE
1,5.54,43.5,51.0,1,13.2,0,6-8,14.3,Low,<30,IT
2,5.34,29.5,67.4,6,12.4,0,>8,18.4,Medium,30-60,IT
4,8.81,83.5,100.0,0,31.6,4,6-8,3.7,Medium,30-60,EE
6,9.06,85.5,77.2,0,25.5,4,6-8,0.0,Low,<30,ME
6,7.0,73.9,87.8,2,13.9,2,6-8,5.8,Low,<30,CE
6,5.59,27.4,64.9,6,6.8,2,<6,12.9,Medium,30-60,IT
7,7.5,73.0,81.3,0,22.3,3,6-8,5.8,Medium,30-60,CE
0,7.8,66.4,71.1,-1,15.9,1,6-8,12.1,Medium,<30,ICT
3,7.27,64.3,64.9,5,8.3,2,6-8,9.9,High,<30,IT
7,8.08,74.4,83.6,1,14.4,4,<6,4.6,Low,<30,ICT
3,5.84,65.4,71.4,1,11.2,2,6-8,11.9,Low,30-60,ICT
6,5.44,59.7,65.3,3,8.9,2,<6,12.4,Medium,<30,ME
0,8.88,60.9,75.1,-1,14.7,2,6-8,6.2,High,>60,ICT
4,6.92,78.9,86.7,0,19.2,2,6-8,5.7,Medium,<30,EC
7,7.01,66.4,79.6,1,21.7,3,6-8,14.3,Low,>60,IT
2,6.34,73.9,73.7,1,23.5,3,>8,9.0,Low,<30,ME
7,7.58,75.6,82.3,3,15.1,3,<6,10.0,High,<30,EE
0,8.07,65.6,67.0,-1,22.7,1,<6,4.9,High,<30,ICT
0,8.84,61.7,68.8,-1,13.0,2,6-8,9.1,High,<30,ICT
3,3.51,21.3,59.8,5,3.0,0,<6,12.2,Medium,30-60,ME
1,5.78,53.4,73.9,5,20.8,1,6-8,10.5,Medium,<30,IT
2,7.82,66.6,82.1,2,19.5,2,6-8,2.3,Low,30-60,ME
2,6.18,53.4,78.7,3,13.3,1,6-8,6.8,High,<30,IT
4,6.01,46.9,78.5,1,4.5,1,6-8,14.3,Medium,<30,IT
3,5.86,45.2,69.9,3,10.7,1,6-8,13.0,Medium,<30,EC
7,8.01,87.3,89.6,2,15.3,3,<6,5.9,High,30-60,ICT
7,7.2,75.4,83.1,0,16.1,3,6-8,6.1,Medium,<30,EC
5,7.28,78.0,79.0,3,16.1,2,6-8,10.7,High,<30,IT
5,4.47,40.5,67.4,8,3.9,0,<6,9.3,Medium,<30,CE
1,5.94,61.8,55.2,2,7.6,2,>8,8.4,Medium,<30,IT
4,6.23,59.3,80.2,3,14.8,2,<6,12.8,Medium,30-60,EC
1,5.88,62.3,68.2,4,10.9,2,<6,6.9,Medium,30-60,EC
3,6.64,47.2,73.3,3,12.7,1,6-8,7.7,High,30-60,ME
3,6.39,33.5,63.7,1,13.6,2,>8,9.4,Low,30-60,EE
5,7.88,77.6,93.0,0,23.9,3,6-8,1.5,Low,30-60,CE
6,4.0,39.6,50.9,7,8.1,0,6-8,16.6,High,<30,IT
2,8.85,74.0,78.3,0,26.4,3,6-8,3.7,Low,<30,CE
0,6.83,64.3,73.0,-1,23.9,3,6-8,8.2,High,<30,EC
0,7.65,72.1,80.4,-1,17.7,3,<6,7.3,Low,30-60,ME
6,7.15,80.3,81.4,0,16.1,3,<6,9.1,High,<30,ICT
4,5.7,56.2,72.9,5,11.3,0,<6,16.6,Low,30-60,EC
2,6.32,54.3,69.8,0,6.6,1,6-8,11.9,Low,30-60,EC
0,8.35,41.9,81.0,-1,16.1,2,6-8,5.7,High,<30,CE
4,7.94,84.7,88.6,0,24.2,2,6-8,4.4,Medium,<30,ME
1,7.16,63.3,74.7,5,14.0,1,>8,8.9,Low,30-60,EE
3,7.62,65.9,70.3,4,12.5,2,6-8,0.4,High,30-60,EC
4,5.45,55.2,70.7,3,6.7,2,6-8,14.7,Medium,30-60,ME
2,6.9,76.4,65.4,1,14.2,2,<6,2.9,High,30-60,ME
1,8.01,84.3,89.6,0,20.6,5,6-8,0.2,Medium,<30,CE
0,10.0,61.4,84.6,-1,18.1,2,6-8,4.4,Medium,30-60,EC
4,5.84,49.8,58.2,4,21.2,1,6-8,5.2,Medium,<30,ICT
1,6.92,64.0,100.0,2,15.9,3,>8,5.6,Low,30-60,ME
6,6.63,60.3,74.0,1,13.8,2,6-8,10.1,High,30-60,EC
4,7.08,70.4,63.7,4,23.8,3,>8,4.1,Medium,<30,EE
4,8.03,83.2,81.4,0,22.9,4,<6,0.0,High,30-60,ME
4,7.37,72.0,74.1,1,18.4,2,6-8,6.0,Medium,<30,IT
2,6.47,61.9,72.4,5,9.5,1,6-8,4.9,Low,30-60,EC
7,6.84,69.5,97.9,2,9.4,3,6-8,6.9,Medium,>60,ME
7,5.71,48.3,71.3,2,12.2,1,6-8,10.2,Low,>60,IT
2,5.76,45.2,65.6,3,14.6,1,6-8,17.1,Medium,>60,IT
6,6.11,49.8,66.7,2,10.9,2,<6,6.6,Low,30-60,EC
1,7.3,64.1,81.9,2,19.9,2,6-8,8.1,Medium,<30,CE
6,4.49,26.6,63.5,5,11.9,0,>8,13.1,Medium,>60,ICT
2,7.62,72.8,87.1,2,15.8,3,6-8,1.0,Low,<30,EE
2,3.46,20.2,49.6,8,3.0,0,>8,20.0,Medium,<30,CE
4,9.82,97.6,100.0,0,31.0,5,<6,0.2,Low,<30,EE
3,8.32,84.6,85.7,0,29.0,4,6-8,0.0,Low,>60,ME
1,5.95,71.3,80.7,1,9.7,2,<6,12.6,Medium,<30,EE
4,5.37,60.0,83.3,3,13.9,2,6-8,7.4,Low,>60,EC
2,6.83,51.0,92.7,5,11.0,3,6-8,4.6,Medium,<30,IT
3,5.2,45.7,76.9,5,11.0,1,>8,12.2,Low,30-60,ICT
2,6.92,65.5,70.0,2,17.4,4,<6,7.0,High,>60,CE
6,6.7,57.0,69.0,2,20.2,1,6-8,5.7,Medium,30-60,IT
2,5.35,55.5,79.1,7,22.5,3,<6,6.2,Low,<30,EE
7,7.01,70.4,72.3,2,12.9,3,6-8,13.4,Low,30-60,IT
2,4.98,36.1,58.8,3,9.2,0,<6,10.3,High,30-60,IT
1,6.21,61.4,74.2,2,16.8,0,6-8,7.7,Low,>60,ICT
4,7.01,58.3,78.7,3,21.9,1,6-8,4.5,Low,<30,EC
4,6.56,64.6,72.1,4,11.5,2,>8,5.9,Low,>60,CE
4,6.03,68.2,65.5,4,19.0,2,6-8,4.5,Low,>60,ICT
2,6.86,71.2,81.6,1,25.2,3,6-8,6.2,Low,<30,EC
2,5.96,48.6,73.4,5,14.5,0,6-8,9.3,Low,<30,EC
2,7.24,73.7,77.3,1,8.2,3,<6,9.0,Low,>60,EC
7,7.83,63.9,81.9,1,18.2,5,6-8,0.0,Medium,<30,EC
5,6.57,55.2,68.9,2,11.1,0,6-8,6.8,High,30-60,EE
6,6.24,69.3,71.0,2,13.8,2,6-8,1.3,Low,<30,EE
1,5.7,55.5,76.4,3,17.7,1,6-8,4.4,Medium,30-60,ICT
5,7.64,82.2,82.7,0,17.6,3,>8,10.1,High,30-60,IT
6,5.56,62.4,76.9,8,14.6,3,>8,9.7,Medium,>60,EC
3,7.93,72.0,77.2,0,19.0,4,6-8,2.2,High,<30,ICT
1,6.87,40.6,73.8,1,17.0,2,>8,7.9,Medium,<30,ME
5,5.72,46.9,75.3,1,11.1,0,6-8,9.2,Medium,<30,IT
4,7.27,70.8,77.2,0,21.7,3,>8,5.9,Medium,<30,CE
4,6.01,51.4,66.7,4,9.9,3,6-8,9.2,Medium,>60,IT
1,6.67,67.3,76.7,2,18.8,3,<6,6.3,Medium,<30,EE
2,4.54,42.8,53.6,3,3.0,0,<6,17.5,Low,30-60,EC
5,6.26,63.0,87.5,5,18.6,3,<6,6.7,Low,>60,ME
4,6.0,58.5,70.5,7,9.8,1,<6,10.9,High,<30,EC
4,5.21,35.6,71.4,4,7.7,0,<6,14.7,Medium,<30,ME
6,5.52,56.3,68.5,5,9.8,2,>8,12.7,Low,30-60,CE
