semesters_completed,cpi,internal_marks_percentage,attendance_percentage,total_backlogs,study_hours_weekly,pyq_solving_frequency,sleep_category,gaming_hours_weekly,extra_curricular_level,travel_time_category,department,performance_score,performance_category
6,6.11,63.3,82.2,2,12.0,2,<6,11.1,High,>60,EC,53.26,Average
6,5.7,45.7,77.2,3,11.8,1,6-8,10.5,Medium,<30,CE,50.73,Average
5,6.77,65.0,63.0,3,11.0,1,<6,4.9,Medium,30-60,ICT,50.16,Average
2,7.2,59.9,71.4,1,17.6,2,6-8,6.3,Medium,<30,CE,63.45,Good
4,7.06,68.3,85.7,0,29.6,3,6-8,4.0,Medium,<30,ICT,75.63,Good
5,6.2,62.9,68.5,3,11.2,2,>8,4.8,Medium,<30,ME,53.94,Average
7,5.41,44.0,61.9,0,9.5,0,<6,5.7,Medium,>60,ICT,43.72,Average
1,6.74,50.0,72.9,6,20.6,1,<6,16.1,Low,<30,IT,44.6,Average
3,8.14,89.7,100.0,0,21.9,3,<6,2.5,Low,>60,IT,78.22,Excellent
2,7.08,64.9,86.6,0,14.1,4,6-8,3.7,Medium,30-60,ME,71.65,Good
3,7.28,79.6,80.3,0,17.9,3,<6,8.5,High,<30,ME,68.94,Good
1,6.82,71.8,87.6,1,20.1,3,6-8,6.6,Low,30-60,CE,68.03,Good
2,7.88,58.1,88.4,1,21.1,3,6-8,5.2,High,>60,IT,69.23,Good
6,8.14,76.9,73.6,1,12.8,5,6-8,8.7,Medium,<30,EE,72.68,Good
3,7.25,59.0,71.0,0,10.8,1,<6,11.9,Low,>60,ICT,53.29,Average
4,4.17,43.9,68.2,5,3.5,1,<6,13.4,Medium,<30,ME,34.08,At Risk
7,6.25,64.1,72.9,0,13.8,1,6-8,11.7,High,<30,ME,58.62,Average
2,5.66,38.7,71.9,3,7.9,1,<6,6.6,Medium,<30,CE,45.1,Average
2,5.01,47.4,60.5,4,10.0,1,<6,6.2,Low,<30,IT,38.02,Below Average
2,5.55,38.2,62.3,2,10.2,2,<6,11.6,Low,<30,ICT,42.41,Below Average
5,9.32,82.3,88.8,0,25.5,5,6-8,0.4,Medium,<30,EE,88.81,Excellent
4,6.44,52.0,74.9,4,17.8,1,<6,11.6,High,<30,ME,49.25,Average
3,6.76,63.6,72.5,2,18.6,2,<6,11.1,Medium,30-60,IT,56.5,Average
5,4.86,48.8,71.1,6,13.7,0,>8,6.1,High,30-60,EE,37.81,Below Average
4,3.61,40.8,57.1,4,3.9,0,6-8,7.9,Low,30-60,ICT,29.26,At Risk
6,5.07,56.3,72.3,8,11.9,2,>8,8.7,Medium,<30,ME,41.06,Below Average
3,7.79,77.4,91.4,0,21.3,4,<6,6.8,Medium,30-60,CE,76.01,Excellent
7,6.53,61.2,69.4,0,16.5,2,6-8,5.4,Medium,<30,ICT,62.64,Good
1,7.68,70.9,83.1,2,15.4,3,6-8,0.1,Medium,>60,EC,68.31,Good
0,7.99,60.2,65.7,-1,17.8,2,<6,8.2,Medium,30-60,ICT,61.59,Good
5,6.96,49.5,71.4,4,9.4,2,6-8,11.6,Low,>60,ME,47.72,Average
3,7.74,81.4,75.1,0,20.9,4,<6,8.3,Low,>60,EC,67.76,Good
3,6.09,69.5,63.5,4,5.7,0,<6,13.9,High,30-60,ICT,41.25,Below Average
5,8.51,87.3,81.3,0,24.1,4,6-8,3.2,Medium,<30,ME,82.37,Excellent
2,5.83,64.3,68.8,1,22.2,2,6-8,5.8,High,30-60,EC,57.92,Average
0,7.68,53.6,53.4,-1,9.0,0,6-8,16.7,High,30-60,EE,50.04,Average
3,6.68,50.2,67.4,2,19.8,2,<6,9.3,Medium,30-60,ICT,53.08,Average
7,5.13,48.5,55.9,6,5.7,0,6-8,11.1,Low,>60,EC,29.83,At Risk
3,7.18,79.5,95.3,1,19.8,3,6-8,0.0,Medium,<30,EC,77.63,Excellent
4,6.64,55.2,75.6,5,15.8,2,6-8,7.1,Low,<30,IT,52.68,Average
1,4.41,31.5,51.4,8,6.2,1,6-8,10.8,Low,>60,ME,21.46,At Risk
3,6.74,67.8,88.1,2,17.0,2,>8,8.1,Medium,<30,EE,64.94,Good
4,5.58,44.9,66.8,5,10.5,1,<6,10.2,Medium,<30,ME,40.71,Below Average
2,5.07,40.1,66.7,5,4.8,0,6-8,5.8,Medium,>60,EE,36.18,Below Average
1,8.8,78.3,97.2,0,23.6,5,>8,5.3,High,30-60,ICT,83.69,Excellent
3,7.38,55.9,76.5,1,20.5,2,<6,8.5,Medium,<30,ICT,62.53,Good
0,6.58,56.7,66.5,-1,9.0,3,<6,9.8,Medium,>60,EE,54.34,Average
1,5.76,63.3,79.6,3,12.7,2,<6,12.0,Low,<30,ICT,51.54,Average
5,4.17,34.6,67.1,8,8.0,1,<6,13.8,High,30-60,EC,25.48,At Risk
5,5.16,40.9,67.3,8,3.0,1,>8,15.5,High,>60,IT,27.98,At Risk
2,8.13,81.7,77.2,0,27.1,3,6-8,0.2,High,<30,CE,77.81,Excellent
4,6.3,62.4,65.6,0,14.3,2,<6,9.6,Low,<30,IT,54.91,Average
6,6.29,76.2,73.5,2,19.7,3,6-8,4.9,Low,<30,CE,62.74,Good
6,3.95,60.0,54.9,5,13.8,1,<6,16.7,Low,>60,EC,29.2,At Risk
5,5.01,41.0,70.0,6,6.4,1,<6,12.8,Low,<30,EE,33.94,At Risk
1,7.42,56.2,64.0,3,20.2,2,6-8,5.5,Low,30-60,ME,55.27,Average
1,6.13,58.6,79.9,1,20.8,2,<6,1.9,High,<30,EE,60.63,Good
2,8.46,79.5,99.0,0,16.6,4,6-8,4.2,Medium,30-60,IT,82.81,Excellent
5,7.61,77.9,94.3,0,19.1,3,6-8,1.0,Low,30-60,ICT,76.39,Excellent
2,6.4,60.2,65.5,6,12.1,2,<6,5.2,Low,<30,CE,44.88,Average
3,7.52,72.0,78.7,1,21.7,4,6-8,11.7,Low,30-60,ME,68.21,Good
6,5.98,49.4,75.6,2,8.0,1,>8,7.3,Medium,30-60,ME,50.59,Average
7,9.28,93.1,91.1,0,26.0,5,6-8,0.0,Medium,<30,EC,91.49,Excellent
6,8.2,67.8,82.0,1,15.0,2,6-8,2.3,Medium,<30,CE,71.48,Good
1,7.26,60.2,68.0,2,16.6,1,<6,6.5,Low,>60,ME,51.84,Average
7,6.41,73.5,70.5,3,13.1,1,6-8,1.4,Low,30-60,CE,54.8,Average
5,8.29,93.9,95.9,0,27.2,4,6-8,1.1,Medium,30-60,CE,87.2,Excellent
4,7.74,62.8,66.1,2,27.4,2,6-8,7.2,Medium,<30,CE,64.53,Good
2,8.43,84.2,78.3,0,24.0,5,6-8,1.2,Medium,>60,ICT,79.8,Excellent
7,4.34,31.1,63.8,3,3.4,0,<6,9.5,Low,30-60,EC,30.57,At Risk
0,6.32,76.1,75.0,-1,15.1,3,6-8,4.6,Medium,30-60,EE,66.21,Good
0,9.97,46.3,76.5,-1,14.0,2,<6,12.6,High,<30,CE,66.99,Good
1,7.84,68.4,82.9,0,24.1,3,6-8,1.1,Medium,30-60,ICT,75.12,Good
5,9.29,84.3,90.1,0,24.1,4,6-8,5.6,Medium,30-60,ICT,85.05,Excellent
5,5.67,72.3,80.3,5,10.1,2,6-8,6.1,High,30-60,EE,52.31,Average
7,7.88,93.1,84.0,0,21.6,4,6-8,2.4,Medium,30-60,EE,80.41,Excellent
3,9.25,83.3,84.6,0,20.1,4,>8,0.0,Medium,30-60,CE,82.06,Excellent
3,6.89,52.9,81.6,3,15.6,1,<6,7.5,Medium,30-60,ICT,54.72,Average
5,9.16,100.0,99.0,0,23.3,5,6-8,0.0,Medium,<30,IT,94.06,Excellent
1,7.84,70.1,78.2,3,17.9,2,6-8,8.0,Low,<30,CE,63.59,Good
3,6.12,53.1,59.7,3,18.7,2,<6,4.2,Medium,<30,EC,50.02,Average
0,8.66,55.3,67.3,-1,21.6,3,<6,4.0,Low,<30,EE,66.17,Good
4,6.25,60.9,79.7,4,9.7,3,<6,5.8,Low,30-60,IT,51.72,Average
6,6.83,67.0,73.9,2,14.8,2,<6,11.9,Low,<30,IT,56.05,Average
1,8.61,83.1,91.7,0,28.2,4,6-8,0.0,Medium,30-60,IT,85.54,Excellent
2,6.49,64.5,69.1,1,7.8,3,<6,13.3,Medium,<30,IT,56.14,Average
1,4.89,45.6,66.9,6,4.2,0,<6,14.8,Medium,30-60,CE,31.47,At Risk
4,6.0,73.2,77.1,5,17.4,2,6-8,10.0,Medium,>60,EC,53.17,Average
4,4.3,56.3,61.9,1,10.8,1,<6,8.9,Medium,30-60,ME,43.1,Average
6,7.57,68.1,74.8,0,20.9,2,6-8,6.2,Medium,<30,ICT,69.66,Good
7,7.05,85.7,77.0,0,24.5,3,<6,6.9,Medium,<30,EC,71.39,Good
7,8.13,75.3,84.4,0,20.9,3,6-8,0.0,Low,30-60,EE,75.19,Good
1,7.37,74.6,76.5,1,23.2,3,6-8,0.0,Low,<30,EE,70.5,Good
4,7.8,71.4,94.3,0,24.7,4,6-8,4.1,Medium,<30,CE,81.34,Excellent
6,6.28,53.9,68.1,3,12.7,3,6-8,14.7,High,>60,CE,49.49,Average
5,7.01,71.0,82.2,0,28.8,3,>8,12.0,Medium,<30,IT,71.52,Good
7,8.68,70.9,74.6,0,27.8,5,6-8,4.0,Medium,30-60,ME,78.83,Excellent
3,5.4,44.5,68.6,7,3.0,1,<6,7.2,High,<30,CE,34.88,At Risk
3,7.76,75.5,85.4,0,25.3,5,6-8,2.5,Medium,<30,ICT,81.19,Excellent
0,9.0,59.4,79.8,-1,11.7,1,6-8,14.0,Low,30-60,ME,65.24,Good
0,8.58,41.7,71.7,-1,15.6,2,6-8,11.8,Low,<30,EC,62.72,Good
5,7.29,49.3,73.7,0,13.8,1,<6,7.5,High,30-60,ICT,56.55,Average
3,6.09,70.5,83.4,0,21.2,3,>8,2.7,Medium,30-60,EC,67.79,Good
5,6.48,64.9,82.3,0,22.0,3,6-8,4.5,Medium,>60,CE,67.39,Good
2,5.25,48.6,70.1,3,3.0,3,<6,15.9,High,<30,EE,43.45,Average
6,6.73,73.7,75.6,1,14.3,2,<6,6.2,High,<30,ME,61.17,Good
7,5.95,55.0,66.4,5,11.4,1,6-8,7.3,Medium,<30,CE,46.97,Average
5,4.67,54.6,65.1,1,9.0,0,6-8,8.5,Low,>60,EE,42.37,Below Average
2,5.56,44.0,69.4,3,15.4,0,<6,6.7,Low,30-60,IT,41.99,Below Average
2,4.65,55.4,72.7,5,18.2,1,<6,9.7,Medium,30-60,ICT,42.11,Below Average
5,6.95,56.7,85.0,2,18.5,3,6-8,7.0,Low,30-60,EE,62.79,Good
7,8.15,76.9,72.4,0,26.3,4,6-8,11.9,Medium,<30,ICT,75.25,Good
4,4.91,41.0,63.5,8,7.9,0,<6,15.3,Medium,30-60,IT,27.04,At Risk
6,6.15,64.7,80.0,1,17.9,3,6-8,12.2,Medium,30-60,IT,62.46,Good
4,4.92,50.0,68.1,5,14.9,2,6-8,12.8,Medium,>60,EC,41.73,Below Average
5,8.47,70.3,79.5,0,14.1,1,6-8,1.4,Medium,<30,EE,72.22,Good
4,6.34,47.3,73.9,5,17.0,0,6-8,6.4,Medium,>60,ME,46.53,Average
4,4.48,49.0,54.7,4,7.3,0,<6,15.3,Medium,30-60,EE,31.15,At Risk
5,7.09,75.7,78.2,0,20.1,3,<6,3.1,Medium,30-60,ICT,68.54,Good
3,5.63,71.3,70.8,4,15.9,1,<6,10.4,Medium,<30,ME,49.71,Average
7,6.01,78.5,67.0,1,11.9,3,6-8,10.3,High,30-60,CE,58.24,Average
6,4.01,27.2,60.9,2,3.0,0,<6,16.0,Low,<30,EE,29.49,At Risk
5,7.71,70.0,74.0,0,19.7,5,>8,0.0,Medium,<30,EC,74.45,Good
5,7.5,74.9,90.8,0,20.9,3,6-8,0.0,Medium,>60,ICT,75.68,Good
3,6.45,67.7,83.1,2,20.2,3,<6,7.3,High,>60,ICT,59.77,Good
6,4.02,44.9,55.8,4,5.2,0,<6,12.0,Medium,<30,IT,30.97,At Risk
7,8.14,73.2,95.6,1,23.8,3,6-8,1.4,Medium,<30,ME,80.31,Excellent
6,5.79,55.0,72.5,2,11.0,0,6-8,6.8,High,>60,IT,48.21,Average
1,5.6,70.2,73.9,4,12.4,1,6-8,7.4,High,<30,CE,51.68,Average
6,9.31,83.0,89.6,0,28.4,3,6-8,6.9,High,30-60,IT,82.93,Excellent
3,4.46,54.4,67.3,4,10.6,1,6-8,11.7,Low,>60,ME,38.3,Below Average
4,7.31,61.1,90.4,0,22.1,2,>8,3.5,Low,>60,CE,67.36,Good
7,6.86,62.9,82.6,3,19.3,2,>8,6.8,High,30-60,EC,59.42,Good
3,7.53,66.7,76.5,3,13.2,4,<6,5.9,High,<30,EC,62.02,Good
3,6.94,67.9,76.6,1,16.7,3,<6,4.1,Medium,>60,EE,62.03,Good
2,6.11,52.1,79.5,0,17.0,3,6-8,12.5,Low,>60,IT,58.11,Average
1,7.3,64.6,85.2,1,12.8,1,<6,8.7,Low,>60,EC,58.3,Average
1,5.69,49.8,75.8,1,9.2,2,<6,11.0,High,>60,IT,48.69,Average
4,8.95,92.7,72.1,0,20.3,5,<6,3.6,Medium,30-60,EE,78.3,Excellent
7,5.28,43.6,84.2,3,11.5,1,6-8,11.7,Medium,30-60,IT,49.48,Average
6,7.41,83.3,78.3,1,13.8,3,<6,10.9,Medium,30-60,ICT,65.78,Good
1,7.93,73.5,83.7,1,15.5,2,6-8,7.2,Medium,<30,ICT,71.14,Good
4,7.0,70.8,88.6,1,17.9,3,6-8,9.1,High,30-60,EC,68.43,Good
6,7.82,76.6,81.3,0,20.3,3,<6,5.3,Medium,30-60,IT,71.48,Good
4,7.03,61.4,66.7,2,10.7,3,6-8,9.1,Low,<30,EE,57.17,Average
7,4.78,25.6,57.9,4,6.0,0,6-8,18.0,Low,<30,ICT,30.11,At Risk
7,6.39,47.1,74.2,3,12.3,3,>8,7.8,Medium,30-60,EE,53.23,Average
3,3.79,56.4,68.5,4,8.9,0,<6,10.5,Low,>60,ME,32.72,At Risk
6,5.88,51.9,73.6,1,5.8,2,<6,11.6,Medium,<30,EE,51.86,Average
4,6.06,45.8,69.7,2,8.0,0,6-8,10.7,High,<30,EE,47.71,Average
3,4.74,44.0,80.7,7,12.0,1,>8,12.8,High,>60,IT,35.94,At Risk
6,5.55,42.1,65.6,6,8.6,0,6-8,11.3,High,30-60,ME,35.92,At Risk
6,3.22,42.5,60.1,6,9.2,0,>8,12.6,High,30-60,CE,25.58,At Risk
5,7.22,65.2,79.7,1,16.8,2,6-8,5.6,Medium,<30,IT,66.95,Good
6,9.82,78.8,86.4,0,28.5,4,6-8,0.8,Medium,>60,ICT,85.44,Excellent
7,7.28,77.9,65.6,0,10.4,3,>8,7.6,High,<30,ICT,63.74,Good
6,5.8,52.4,77.2,3,20.3,3,6-8,1.3,Low,<30,EC,57.48,Average
0,5.7,62.3,68.3,-1,15.1,1,>8,3.0,Medium,<30,EE,57.33,Average
6,5.47,53.7,70.7,4,8.4,2,6-8,9.9,Medium,30-60,ME,47.05,Average
6,6.26,66.8,82.9,3,24.3,2,6-8,4.3,High,30-60,EC,61.44,Good
7,6.27,72.8,87.8,2,18.4,1,<6,8.5,Low,30-60,CE,58.41,Average
5,5.57,58.0,71.5,6,9.0,2,<6,4.2,High,>60,CE,41.27,Below Average
6,9.28,70.9,78.9,0,20.4,3,6-8,0.1,Medium,<30,ICT,79.5,Excellent
0,8.55,37.3,59.4,-1,5.9,0,<6,8.9,Medium,30-60,ICT,51.33,Average
7,7.48,67.2,83.4,3,21.9,2,6-8,5.1,High,30-60,CE,64.69,Good
1,6.89,71.7,81.7,2,10.7,2,<6,11.1,Medium,<30,EC,60.54,Good
6,9.02,82.4,85.5,0,14.0,4,6-8,3.4,High,>60,ME,77.94,Excellent
7,7.03,67.9,77.8,3,18.9,3,6-8,7.1,Low,<30,ICT,62.5,Good
0,8.83,44.3,76.6,-1,17.1,2,6-8,9.9,Low,>60,IT,63.5,Good
7,6.29,46.3,74.5,4,13.7,2,6-8,8.2,Low,<30,CE,50.66,Average
6,6.69,62.2,95.7,3,14.9,2,>8,13.0,Low,30-60,EC,59.44,Good
7,4.94,39.0,65.9,7,10.0,0,6-8,11.4,Low,<30,IT,32.72,At Risk
1,6.25,44.7,60.9,2,3.6,0,6-8,6.5,Low,30-60,EC,43.05,Average
6,4.64,24.9,59.5,8,10.2,0,<6,10.1,High,30-60,EC,22.85,At Risk
4,5.47,37.8,65.2,7,10.6,0,<6,6.6,Medium,30-60,EE,33.18,At Risk
2,6.57,69.8,72.0,5,19.7,3,<6,3.8,High,30-60,EC,53.96,Average
6,6.37,59.3,85.7,5,13.1,2,6-8,14.2,Medium,>60,CE,52.51,Average
3,4.42,33.8,52.3,4,4.4,0,6-8,16.8,Medium,<30,EE,30.49,At Risk
7,6.73,57.6,71.3,4,17.7,1,>8,2.1,Medium,<30,EC,54.59,Average
5,7.56,68.2,88.6,1,20.7,1,<6,9.4,Medium,>60,ME,64.54,Good
1,5.94,71.6,82.8,5,15.4,2,6-8,13.3,Medium,30-60,EC,54.58,Average
2,5.94,50.8,67.8,2,14.2,1,6-8,4.8,High,30-60,CE,50.63,Average
2,6.02,62.3,68.9,4,15.3,1,>8,16.6,Medium,<30,ICT,48.5,Average
3,6.75,58.3,86.0,1,11.6,1,6-8,6.1,Medium,30-60,EC,61.95,Good
5,6.23,40.4,71.2,5,9.8,1,6-8,9.4,Medium,<30,EE,45.91,Average
7,6.67,64.6,76.9,0,15.6,2,<6,2.8,High,>60,CE,59.88,Good
4,9.15,83.7,96.9,0,29.5,4,6-8,5.0,Medium,30-60,CE,88.1,Excellent
6,5.32,49.6,65.0,2,10.1,1,>8,3.6,Medium,30-60,EC,46.69,Average
2,6.85,52.5,73.0,2,10.5,0,>8,8.6,Low,<30,IT,51.34,Average
4,6.32,70.5,80.3,3,15.4,2,>8,8.1,Medium,<30,ICT,59.56,Good
4,6.0,55.6,70.2,6,13.7,0,6-8,8.7,Low,30-60,ICT,42.12,Below Average
5,7.99,75.1,73.6,2,17.2,4,6-8,8.6,Medium,<30,EE,69.82,Good
4,3.78,20.6,53.3,4,3.3,1,6-8,14.9,Low,>60,EE,23.45,At Risk
2,5.49,61.3,82.2,4,11.4,2,6-8,9.5,Low,30-60,IT,50.87,Average
2,7.32,74.6,85.5,1,16.7,2,6-8,1.7,Medium,<30,EE,71.55,Good
2,6.58,45.9,71.0,5,12.2,2,6-8,9.2,Low,30-60,EE,46.7,Average
7,5.26,39.0,63.6,4,15.8,0,<6,6.0,High,>60,ICT,36.38,Below Average
3,6.72,73.2,75.2,2,10.4,3,6-8,3.4,Low,30-60,ICT,60.71,Good
6,7.3,71.9,84.4,1,14.1,3,6-8,0.4,High,<30,ICT,70.7,Good
0,7.98,68.6,72.1,-1,19.7,2,6-8,6.7,Medium,<30,EE,69.78,Good
0,7.47,42.6,72.4,-1,6.0,0,<6,8.7,Medium,30-60,ICT,52.95,Average
5,6.65,70.7,81.2,4,15.1,3,6-8,7.0,Low,>60,ICT,57.41,Average
3,6.4,48.4,68.0,2,16.7,1,>8,7.9,Medium,<30,EE,52.82,Average
7,7.2,75.9,77.4,0,18.7,3,>8,1.3,Medium,<30,EC,71.42,Good
6,8.3,94.0,92.6,0,20.8,3,<6,1.7,High,30-60,IT,79.31,Excellent
6,2.92,26.1,44.3,8,3.0,0,<6,18.9,Medium,30-60,ICT,10.28,At Risk
6,6.0,62.3,73.5,5,18.7,3,6-8,9.8,High,<30,ME,53.68,Average
6,4.15,34.2,54.4,5,3.0,0,<6,13.9,Medium,>60,EC,23.6,At Risk
6,8.67,100.0,100.0,0,22.6,5,6-8,0.5,Medium,>60,IT,89.78,Excellent
4,6.67,43.9,75.9,6,12.2,0,<6,7.2,Medium,30-60,ICT,43.27,Average
2,8.32,68.4,72.5,0,23.1,3,<6,5.5,Low,<30,ICT,69.01,Good
6,6.43,57.1,72.7,1,11.1,1,6-8,6.9,Medium,30-60,CE,56.33,Average
2,6.15,57.5,80.6,6,17.4,2,6-8,6.8,Low,>60,ME,49.06,Average
2,4.11,53.0,68.2,4,17.5,2,6-8,8.1,Low,30-60,IT,42.67,Below Average
1,8.41,70.9,83.5,0,21.0,5,6-8,0.0,Medium,>60,CE,78.56,Excellent
5,8.36,68.7,81.2,1,19.8,3,<6,2.2,Low,30-60,EE,68.68,Good
2,9.31,66.8,100.0,0,32.4,5,6-8,4.6,Low,<30,EC,88.37,Excellent
3,6.57,70.5,82.8,2,14.6,2,6-8,5.2,High,<30,IT,63.49,Good
5,6.51,57.2,74.3,2,17.1,2,6-8,8.6,Low,<30,ME,57.4,Average
6,6.44,58.8,72.3,3,20.8,2,6-8,6.5,Low,<30,ICT,56.52,Average
2,7.75,47.3,79.3,1,20.2,2,<6,12.4,Medium,<30,ME,62.08,Good
6,5.17,44.6,73.0,2,17.4,0,6-8,14.4,Medium,>60,ME,45.59,Average
0,8.33,49.2,81.0,-1,17.3,3,6-8,9.5,Medium,<30,EC,70.48,Good
7,4.93,68.3,66.6,6,10.5,2,<6,10.6,Low,<30,CE,40.39,Below Average
3,7.21,74.3,78.6,3,15.4,2,>8,6.8,Low,<30,ICT,60.83,Good
2,6.26,67.0,74.2,2,13.4,2,6-8,9.7,High,>60,ICT,55.16,Average
7,7.62,64.6,72.9,2,15.1,3,6-8,6.4,Medium,30-60,ICT,63.75,Good
1,7.78,83.0,90.7,0,32.4,4,>8,0.1,Medium,<30,EE,83.75,Excellent
3,6.83,60.9,69.6,1,20.4,2,6-8,6.8,Medium,30-60,EE,61.12,Good
3,8.39,70.5,82.3,0,16.9,3,>8,6.0,Medium,30-60,IT,72.78,Good
3,8.49,75.5,84.5,0,24.7,5,6-8,0.0,High,>60,EE,79.74,Excellent
6,8.39,82.2,100.0,0,21.2,4,6-8,5.0,High,30-60,IT,83.23,Excellent
6,8.78,60.4,75.4,1,21.1,3,6-8,1.3,High,30-60,EE,70.72,Good
4,6.58,58.9,73.3,6,10.9,2,6-8,9.1,Medium,30-60,ME,49.56,Average
7,7.13,58.5,77.4,0,14.2,2,6-8,9.5,Medium,<30,ME,64.98,Good
6,5.25,53.8,57.9,5,10.9,1,6-8,11.2,Low,30-60,ME,37.62,Below Average
5,6.99,71.1,83.3,0,16.8,2,>8,5.9,Medium,<30,ME,68.73,Good
1,7.5,71.8,73.1,2,15.1,2,<6,10.0,Low,<30,ICT,59.24,Good
4,7.66,50.9,85.6,5,19.0,2,6-8,1.4,Medium,>60,EC,59.49,Good
2,7.21,72.7,85.7,1,19.1,2,6-8,0.0,Medium,30-60,ME,70.55,Good
2,4.71,48.4,69.3,3,11.8,0,>8,11.5,Low,30-60,IT,39.35,Below Average
5,8.1,82.4,89.2,0,27.1,4,6-8,1.5,Medium,30-60,IT,82.43,Excellent
1,6.9,74.1,86.1,1,20.9,2,>8,8.0,Low,30-60,ICT,65.32,Good
0,5.78,51.3,80.6,-1,13.1,2,<6,4.3,Medium,30-60,EC,57.46,Average
4,6.95,51.5,78.0,2,11.8,1,<6,11.9,Low,30-60,IT,51.38,Average
0,6.73,49.2,72.4,-1,18.9,3,6-8,12.3,High,>60,EE,58.71,Average
4,8.13,70.6,87.2,0,19.3,3,6-8,4.0,High,30-60,EC,74.75,Good
7,6.75,60.1,71.4,2,12.4,2,<6,6.3,Medium,<30,ICT,56.46,Average
1,8.52,64.1,74.4,0,12.3,4,>8,7.4,Low,<30,CE,69.09,Good
3,7.31,50.1,73.9,1,15.3,3,6-8,7.0,Medium,30-60,CE,62.22,Good
7,8.7,82.3,86.9,0,28.8,4,6-8,2.3,Low,>60,ME,80.5,Excellent
5,6.48,59.4,81.2,0,9.6,0,6-8,8.6,Medium,<30,EC,60.38,Good
1,6.75,66.4,67.6,2,15.2,2,<6,4.6,Low,30-60,CE,54.15,Average
3,7.49,59.6,78.8,0,22.0,4,6-8,2.2,High,<30,IT,72.22,Good
6,6.4,56.6,69.6,2,14.8,3,<6,11.3,Low,30-60,ME,51.81,Average
5,6.93,85.9,75.5,0,22.8,5,6-8,6.1,Medium,<30,EC,75.89,Good
1,5.87,38.7,68.3,5,12.0,1,<6,7.6,Medium,30-60,IT,40.6,Below Average
0,7.14,55.2,68.6,-1,7.3,1,6-8,4.4,Low,30-60,EC,56.37,Average
5,8.02,84.7,95.2,0,20.7,3,6-8,8.3,Medium,<30,ICT,81.16,Excellent
4,5.17,56.8,71.0,5,14.1,0,6-8,8.3,Medium,<30,IT,45.24,Average
0,7.27,64.2,76.7,-1,12.1,1,<6,5.7,Medium,>60,CE,59.7,Good
7,6.85,59.0,73.5,0,14.0,1,>8,5.1,High,<30,ME,60.08,Good
2,5.27,38.4,66.4,5,14.2,0,<6,14.0,Low,>60,IT,32.36,At Risk
3,6.8,64.6,81.0,1,9.5,2,>8,6.9,High,<30,EE,61.4,Good
1,6.26,55.4,88.9,2,17.2,2,6-8,10.4,Low,>60,CE,57.64,Average
6,6.89,67.4,71.1,3,21.4,2,6-8,7.4,Medium,30-60,IT,59.54,Good
7,8.94,85.9,94.2,0,21.6,3,<6,0.6,Medium,>60,IT,80.58,Excellent
2,8.83,72.4,84.6,0,14.3,4,6-8,6.6,High,<30,ICT,77.45,Excellent
2,5.68,47.5,72.6,5,11.8,2,6-8,9.2,Medium,30-60,EE,46.5,Average
5,6.27,74.2,80.1,2,24.1,4,6-8,8.9,Medium,<30,CE,67.96,Good
4,7.28,76.0,86.7,3,16.0,3,6-8,7.8,High,30-60,CE,65.97,Good
1,9.42,82.4,70.4,0,24.9,4,6-8,5.9,Low,<30,IT,78.64,Excellent
7,7.45,72.2,69.6,2,20.5,2,6-8,6.4,Low,30-60,CE,61.46,Good
4,7.05,59.0,73.7,0,11.0,3,6-8,8.5,Low,<30,ICT,62.64,Good
2,7.04,79.5,69.5,2,23.9,3,<6,11.4,Medium,<30,EC,63.33,Good
4,7.82,62.0,73.2,1,15.3,4,<6,7.6,Low,30-60,IT,62.47,Good
4,4.62,57.1,65.3,2,12.8,1,<6,17.2,Low,>60,ICT,38.81,Below Average
4,6.8,64.3,86.9,2,14.9,3,<6,10.2,Medium,30-60,EC,61.94,Good
4,7.69,65.5,87.7,1,22.3,4,<6,1.3,Low,30-60,ICT,70.35,Good
4,6.5,68.1,69.2,3,14.0,3,>8,10.5,Low,<30,CE,54.92,Average
3,5.66,71.4,80.2,4,17.3,3,<6,15.8,Medium,<30,EE,54.78,Average
1,7.11,54.2,70.4,0,11.4,2,<6,10.4,Medium,<30,ME,58.52,Average
5,3.57,29.7,51.3,7,3.0,0,6-8,12.6,Medium,>60,IT,19.48,At Risk
6,6.34,62.6,75.4,2,13.1,2,<6,11.7,Low,<30,IT,53.84,Average
6,6.43,56.9,74.7,3,16.8,2,<6,0.8,Low,30-60,ICT,53.24,Average
0,5.95,55.5,63.5,-1,14.4,0,6-8,10.0,Medium,30-60,ICT,52.09,Average
3,4.77,48.7,55.4,2,8.4,0,>8,13.5,Medium,30-60,ME,37.67,Below Average
7,5.59,48.9,66.1,5,12.9,2,6-8,5.0,Medium,30-60,EE,45.7,Average
0,7.37,70.7,76.8,-1,21.9,3,>8,11.8,High,>60,EC,65.36,Good
6,9.18,81.3,100.0,0,19.8,5,6-8,7.2,Low,<30,ME,86.71,Excellent
1,6.37,71.3,76.7,0,16.2,3,<6,7.9,High,<30,ICT,63.26,Good
6,5.08,42.7,65.9,5,8.6,0,<6,9.6,Low,30-60,EC,33.35,At Risk
5,7.7,86.7,88.5,0,19.6,2,<6,11.1,Medium,<30,IT,73.46,Good
5,4.91,46.0,66.6,2,10.9,1,6-8,15.8,High,>60,ICT,41.46,Below Average
7,6.05,51.6,63.8,2,12.6,1,6-8,7.8,High,30-60,CE,48.78,Average
