last_sem_spi,internal_assessment_avg,attendance_percentage,total_backlogs,pyq_solving_frequency,study_hours_weekly,sleep_category,gaming_hours_weekly,assignment_delay_count,department,travel_time_category,extra_curricular_level,sleep_score,travel_score,extra_score,ps,performance_category
1.95,60.0,59.5,1,0,48.5,<6,24.0,0,EC,30-60,Low,0.3,0.7,0.3,33.95,At Risk
8.55,71.8,33.1,2,3,8.6,>8,25.9,2,ICT,30-60,Low,0.8,0.7,0.3,49.49,Average
7.04,52.1,90.1,3,3,13.2,<6,24.3,0,ME,<30,Medium,0.3,1.0,0.7,49.04,Average
7.27,81.8,94.6,3,5,18.5,6-8,12.1,3,ICT,30-60,Medium,1.0,0.7,0.7,73.44,Good
4.27,31.8,52.0,2,5,15.3,6-8,4.0,0,EE,>60,Low,1.0,0.4,0.3,39.17,At Risk
8.91,56.4,44.5,1,3,15.6,<6,4.1,0,CE,30-60,Low,0.3,0.7,0.3,55.92,Average
7.53,60.7,42.3,2,4,12.6,<6,1.9,2,ME,30-60,Medium,0.3,0.7,0.7,50.48,Average
2.01,66.4,88.8,3,3,29.5,6-8,1.8,3,IT,30-60,High,1.0,0.7,1.0,48.37,Average
4.67,46.6,74.6,2,0,37.5,<6,15.4,3,ICT,<30,Low,0.3,1.0,0.3,31.9,At Risk
8.98,55.6,90.4,0,4,27.4,6-8,1.4,1,CE,<30,Medium,1.0,1.0,0.7,78.78,Good
1.42,59.1,29.4,1,4,31.2,<6,17.3,2,ME,<30,Medium,0.3,1.0,0.7,28.44,At Risk
9.65,71.2,58.1,0,2,19.5,6-8,2.2,0,CE,30-60,Low,1.0,0.7,0.3,73.79,Good
7.11,76.4,74.1,1,0,19.1,<6,23.9,1,EE,30-60,Medium,0.3,0.7,0.7,54.2,Average
6.68,74.3,91.8,1,4,43.9,6-8,2.7,1,EC,>60,Medium,1.0,0.4,0.7,83.2,Good
3.44,50.5,50.6,0,0,28.8,<6,17.5,0,CE,30-60,Low,0.3,0.7,0.3,31.27,At Risk
3.24,90.0,45.0,3,4,19.7,>8,24.7,0,EE,>60,Medium,0.8,0.4,0.7,50.68,Average
9.48,80.9,93.0,0,5,39.7,>8,13.9,1,EC,30-60,Low,0.8,0.7,0.3,93.57,Good
3.68,45.6,23.8,0,3,27.5,<6,22.9,1,IT,30-60,Low,0.3,0.7,0.3,28.18,At Risk
7.98,41.7,58.4,3,5,7.9,6-8,16.4,0,EC,30-60,Low,1.0,0.7,0.3,49.72,Average
4.54,48.8,56.7,0,2,18.2,6-8,19.8,2,EC,30-60,Medium,1.0,0.7,0.7,40.26,Average
2.25,57.1,31.7,1,1,48.1,6-8,13.1,3,EC,>60,Low,1.0,0.4,0.3,32.72,At Risk
1.1,81.0,51.6,1,2,28.7,<6,0.8,4,IT,30-60,Medium,0.3,0.7,0.7,37.53,At Risk
5.9,76.7,77.8,0,5,42.2,6-8,25.1,1,ICT,<30,Medium,1.0,1.0,0.7,75.55,Good
9.78,81.1,49.3,0,2,14.8,6-8,26.3,1,IT,<30,Medium,1.0,1.0,0.7,68.72,Average
4.32,46.3,44.8,1,0,41.7,6-8,10.2,1,ICT,>60,Low,1.0,0.4,0.3,38.01,At Risk
4.21,65.6,82.6,0,0,41.3,6-8,7.3,5,IT,>60,Medium,1.0,0.4,0.7,52.82,Average
4.1,47.0,99.1,1,1,16.9,6-8,6.3,2,CE,<30,Low,1.0,1.0,0.3,42.94,Average
5.68,36.5,82.3,1,0,33.6,6-8,25.2,2,EE,<30,Medium,1.0,1.0,0.7,39.77,At Risk
4.97,71.1,87.7,3,3,20.6,6-8,28.2,1,ICT,<30,Medium,1.0,1.0,0.7,53.32,Average
8.92,38.6,95.2,1,5,22.9,>8,15.4,0,CE,<30,Medium,0.8,1.0,0.7,68.78,Average
5.55,70.1,84.1,1,0,40.1,<6,0.4,4,CE,<30,Low,0.3,1.0,0.3,51.89,Average
5.57,68.9,98.4,2,1,32.4,<6,18.6,3,EC,30-60,Medium,0.3,0.7,0.7,53.24,Average
2.25,78.6,79.8,1,4,12.4,<6,7.1,2,EE,<30,Low,0.3,1.0,0.3,46.93,Average
9.84,38.4,72.9,0,0,38.9,6-8,12.9,2,IT,<30,Medium,1.0,1.0,0.7,59.46,Average
3.25,77.0,75.5,0,5,19.3,<6,21.6,3,ICT,>60,Low,0.3,0.4,0.3,53.24,Average
1.66,90.0,92.0,0,2,46.2,6-8,1.3,0,ME,>60,Medium,1.0,0.4,0.7,72.03,Good
6.97,81.1,74.6,0,2,16.8,>8,18.4,0,IT,30-60,Low,0.8,0.7,0.3,67.01,Average
6.36,75.1,80.9,3,0,46.2,6-8,5.6,2,IT,30-60,Medium,1.0,0.7,0.7,62.23,Average
4.74,69.7,37.3,1,3,17.6,<6,14.2,1,EE,30-60,Low,0.3,0.7,0.3,41.99,Average
4.8,55.3,93.0,1,2,41.3,6-8,12.5,0,IT,30-60,Medium,1.0,0.7,0.7,61.4,Average
8.07,73.8,55.8,1,3,16.3,6-8,9.6,1,ICT,>60,High,1.0,0.4,1.0,68.69,Average
2.76,73.5,32.9,3,1,49.1,>8,3.5,2,ICT,<30,Low,0.8,1.0,0.3,37.33,At Risk
8.38,67.9,84.0,1,0,45.1,<6,14.2,2,EE,30-60,Low,0.3,0.7,0.3,63.7,Average
6.84,77.8,48.5,3,4,12.1,<6,17.8,2,IT,30-60,Medium,0.3,0.7,0.7,50.88,Average
4.77,56.9,34.7,2,2,32.0,<6,17.5,1,EE,<30,Medium,0.3,1.0,0.7,34.89,At Risk
5.12,37.3,40.5,1,4,16.4,6-8,22.8,0,EE,>60,Medium,1.0,0.4,0.7,39.46,At Risk
3.31,63.5,22.8,1,5,17.6,>8,9.6,0,CE,<30,Medium,0.8,1.0,0.7,42.06,Average
7.77,45.9,27.2,1,2,39.6,6-8,29.7,1,CE,30-60,Low,1.0,0.7,0.3,45.02,Average
5.62,53.1,67.4,2,3,8.2,<6,11.4,1,EE,<30,Medium,0.3,1.0,0.7,41.17,Average
3.89,31.0,89.3,1,2,34.3,6-8,0.4,1,EE,>60,Medium,1.0,0.4,0.7,47.18,Average
6.36,53.0,55.9,2,1,28.8,6-8,6.4,1,IT,>60,Low,1.0,0.4,0.3,47.99,Average
9.96,78.5,70.1,0,3,41.3,6-8,13.9,5,ME,>60,Medium,1.0,0.4,0.7,81.77,Good
4.92,62.6,84.8,5,5,7.9,<6,15.7,3,EC,>60,Low,0.3,0.4,0.3,41.39,Average
9.29,30.6,48.5,2,4,19.4,6-8,16.3,3,IT,<30,Low,1.0,1.0,0.3,44.5,Average
4.11,58.2,72.3,3,3,13.8,6-8,26.2,1,IT,>60,High,1.0,0.4,1.0,43.11,Average
1.49,47.5,48.0,0,2,32.9,>8,9.8,1,EC,30-60,Medium,0.8,0.7,0.7,33.47,At Risk
2.84,58.7,71.4,1,1,36.5,>8,22.8,2,CE,30-60,Medium,0.8,0.7,0.7,40.29,Average
4.77,54.3,37.4,0,1,5.3,>8,18.0,2,ICT,30-60,Medium,0.8,0.7,0.7,31.75,At Risk
2.98,85.9,98.2,0,1,31.4,>8,9.5,3,CE,<30,High,0.8,1.0,1.0,60.82,Average
1.0,32.5,26.1,2,5,22.4,6-8,21.8,2,IT,>60,Low,1.0,0.4,0.3,16.86,At Risk
9.24,71.0,60.4,1,5,40.4,6-8,8.4,1,ME,>60,Low,1.0,0.4,0.3,82.18,Good
8.59,81.1,42.9,0,4,31.8,<6,12.3,3,EC,>60,Medium,0.3,0.4,0.7,70.5,Good
7.68,87.6,68.1,2,3,29.6,6-8,11.2,0,CE,30-60,Medium,1.0,0.7,0.7,76.41,Good
2.51,40.7,54.3,2,0,38.2,6-8,0.6,2,CE,30-60,Low,1.0,0.7,0.3,27.46,At Risk
2.08,61.9,44.5,1,4,35.3,>8,2.2,1,IT,30-60,High,0.8,0.7,1.0,46.92,Average
1.61,32.6,40.0,1,3,30.1,6-8,3.0,1,IT,<30,Low,1.0,1.0,0.3,25.11,At Risk
7.52,60.0,34.6,0,1,25.2,6-8,23.2,1,IT,>60,Low,1.0,0.4,0.3,50.16,Average
9.36,37.5,82.6,1,2,37.5,6-8,11.6,0,ME,30-60,Medium,1.0,0.7,0.7,66.58,Average
4.87,80.3,37.8,1,2,43.3,>8,18.9,1,ICT,<30,Medium,0.8,1.0,0.7,54.31,Average
2.07,36.8,81.9,1,2,20.3,6-8,27.1,2,CE,>60,Medium,1.0,0.4,0.7,30.29,At Risk
5.61,60.8,58.8,0,5,47.1,>8,15.7,3,EC,30-60,Medium,0.8,0.7,0.7,63.37,Average
4.14,61.3,25.8,2,2,43.8,6-8,25.5,4,IT,30-60,Medium,1.0,0.7,0.7,34.87,At Risk
4.37,88.3,33.2,1,0,25.7,<6,28.4,3,ME,>60,Medium,0.3,0.4,0.7,38.74,At Risk
6.59,69.3,91.4,0,3,6.1,6-8,5.9,1,ICT,>60,Low,1.0,0.4,0.3,67.67,Average
7.47,47.3,68.2,1,3,47.5,<6,24.4,3,ICT,<30,Low,0.3,1.0,0.3,51.44,Average
2.0,44.4,34.7,0,4,25.7,<6,22.0,1,ICT,30-60,Medium,0.3,0.7,0.7,28.09,At Risk
1.32,37.7,76.3,1,2,28.7,6-8,27.6,4,ME,30-60,High,1.0,0.7,1.0,25.79,At Risk
9.95,75.4,85.9,1,4,40.9,>8,18.9,1,EE,30-60,Low,0.8,0.7,0.3,85.58,Good
3.09,71.4,46.5,1,2,14.7,6-8,22.0,1,ME,30-60,High,1.0,0.7,1.0,41.18,Average
1.48,66.6,64.5,2,0,13.8,>8,9.9,1,ME,30-60,Low,0.8,0.7,0.3,28.68,At Risk
2.71,32.5,43.5,2,0,39.1,6-8,5.9,1,CE,<30,Medium,1.0,1.0,0.7,23.23,At Risk
1.35,75.8,26.4,0,1,19.3,6-8,13.1,1,ICT,<30,Low,1.0,1.0,0.3,31.35,At Risk
4.53,68.5,52.0,0,2,33.0,6-8,21.9,0,ICT,>60,High,1.0,0.4,1.0,56.61,Average
8.22,87.8,80.1,1,5,26.5,6-8,17.3,1,EC,<30,Low,1.0,1.0,0.3,82.29,Good
4.07,65.2,56.7,0,2,11.6,>8,7.3,2,EE,>60,Medium,0.8,0.4,0.7,46.19,Average
5.0,48.2,52.4,0,3,48.3,6-8,9.6,3,EE,30-60,Medium,1.0,0.7,0.7,52.19,Average
7.08,52.9,49.3,0,0,21.6,6-8,25.4,0,IT,<30,Low,1.0,1.0,0.3,44.39,Average
5.58,40.6,56.7,0,5,19.5,<6,24.0,0,ME,<30,High,0.3,1.0,1.0,46.28,Average
8.75,73.4,45.5,4,3,46.6,6-8,19.7,3,EC,30-60,Low,1.0,0.7,0.3,60.77,Average
8.79,72.5,69.0,1,4,14.0,6-8,19.2,1,EC,30-60,Low,1.0,0.7,0.3,69.87,Average
1.09,42.0,25.1,0,3,5.7,<6,16.2,2,EC,<30,Low,0.3,1.0,0.3,10.4,At Risk
8.0,39.5,84.6,0,2,22.1,>8,10.5,1,EE,>60,High,0.8,0.4,1.0,60.81,Average
5.15,34.6,33.9,1,3,41.5,>8,17.2,1,IT,<30,Low,0.8,1.0,0.3,35.92,At Risk
9.9,84.7,70.7,1,1,6.2,6-8,7.8,0,ME,30-60,Medium,1.0,0.7,0.7,75.05,Good
5.35,44.0,56.0,4,5,42.7,6-8,10.7,1,ICT,<30,Medium,1.0,1.0,0.7,48.29,Average
9.88,50.6,81.9,2,5,15.2,6-8,29.2,3,CE,30-60,Medium,1.0,0.7,0.7,64.26,Average
7.79,46.8,86.1,0,3,37.1,6-8,20.6,2,CE,<30,Medium,1.0,1.0,0.7,64.4,Average
3.24,54.8,36.3,0,1,25.5,<6,0.1,2,CE,<30,High,0.3,1.0,1.0,32.61,At Risk
5.85,72.8,74.2,0,2,10.0,6-8,13.0,2,ICT,<30,Medium,1.0,1.0,0.7,57.17,Average
9.93,82.2,35.2,1,4,25.3,6-8,20.1,0,IT,>60,Low,1.0,0.4,0.3,75.67,Good
8.72,41.0,29.9,1,5,15.9,<6,23.5,0,IT,30-60,High,0.3,0.7,1.0,48.99,Average
1.88,71.2,94.4,1,5,18.0,<6,19.7,1,EE,>60,Medium,0.3,0.4,0.7,52.81,Average
7.36,51.2,33.2,1,0,40.9,6-8,28.4,3,ME,>60,Medium,1.0,0.4,0.7,42.31,Average
4.11,88.8,38.3,1,1,43.6,6-8,9.3,4,EE,30-60,High,1.0,0.7,1.0,53.71,Average
1.06,47.9,30.4,0,0,30.7,<6,27.6,1,EC,>60,Medium,0.3,0.4,0.7,16.46,At Risk
4.63,30.4,57.6,0,4,44.3,6-8,18.3,0,EC,30-60,High,1.0,0.7,1.0,50.07,Average
3.11,60.9,93.6,0,3,35.8,<6,2.0,0,ME,<30,High,0.3,1.0,1.0,59.1,Average
8.37,39.0,41.1,0,4,17.0,6-8,25.7,0,EC,<30,High,1.0,1.0,1.0,52.56,Average
4.04,32.7,63.3,1,5,43.4,6-8,19.8,0,ICT,>60,Low,1.0,0.4,0.3,48.39,Average
8.45,71.9,52.9,1,4,10.3,6-8,0.2,2,ICT,<30,Medium,1.0,1.0,0.7,66.36,Average
1.01,73.9,46.9,2,5,24.8,6-8,28.9,3,IT,30-60,Low,1.0,0.7,0.3,35.79,At Risk
3.77,57.6,65.8,1,5,23.8,6-8,10.5,1,CE,>60,High,1.0,0.4,1.0,56.07,Average
3.17,70.6,64.7,0,2,28.8,<6,3.9,0,IT,<30,Medium,0.3,1.0,0.7,50.49,Average
3.1,62.3,48.7,0,1,38.6,6-8,0.1,1,ME,>60,Medium,1.0,0.4,0.7,49.1,Average
1.61,67.8,88.0,2,5,10.6,>8,22.1,0,CE,<30,High,0.8,1.0,1.0,47.54,Average
2.68,65.8,24.3,2,4,37.2,6-8,21.0,0,EE,<30,Medium,1.0,1.0,0.7,40.64,Average
6.0,69.9,26.8,4,5,25.8,<6,26.5,2,EC,<30,Low,0.3,1.0,0.3,38.94,At Risk
3.62,42.0,99.3,0,5,17.1,<6,19.0,0,EC,>60,Low,0.3,0.4,0.3,50.09,Average
4.76,46.1,79.8,0,1,41.4,>8,21.8,0,CE,30-60,High,0.8,0.7,1.0,52.01,Average
4.39,56.4,84.3,1,5,27.5,>8,28.6,3,ICT,30-60,Low,0.8,0.7,0.3,51.12,Average
8.88,56.8,68.2,1,1,40.8,6-8,2.0,3,EC,<30,High,1.0,1.0,1.0,65.29,Average
9.15,76.5,53.6,2,4,16.8,<6,29.1,1,ME,30-60,High,0.3,0.7,1.0,63.72,Average
5.44,52.0,70.3,0,0,42.9,<6,0.2,1,ME,>60,Low,0.3,0.4,0.3,50.81,Average
3.97,39.8,27.4,1,4,10.5,<6,15.9,0,ICT,<30,Medium,0.3,1.0,0.7,26.42,At Risk
1.96,45.1,80.6,3,2,49.8,<6,7.3,1,EC,30-60,High,0.3,0.7,1.0,37.99,At Risk
9.58,42.9,63.3,0,3,39.0,6-8,3.3,0,EE,<30,Medium,1.0,1.0,0.7,71.0,Good
1.54,73.9,96.5,1,3,34.7,<6,6.9,0,CE,30-60,Low,0.3,0.7,0.3,54.51,Average
3.68,58.2,71.0,0,2,20.4,<6,27.5,0,IT,30-60,High,0.3,0.7,1.0,43.47,Average
3.68,72.5,32.1,0,4,34.2,6-8,10.8,0,ICT,>60,High,1.0,0.4,1.0,58.34,Average
3.88,55.0,58.2,1,4,45.6,<6,20.8,1,EE,>60,Low,0.3,0.4,0.3,47.88,Average
2.48,83.4,24.6,1,4,15.3,6-8,5.2,0,CE,<30,Low,1.0,1.0,0.3,45.47,Average
8.05,89.0,79.6,1,5,22.3,<6,19.5,1,ME,30-60,High,0.3,0.7,1.0,79.8,Good
2.1,70.2,60.1,1,0,10.3,<6,20.1,0,ME,>60,Low,0.3,0.4,0.3,30.13,At Risk
6.71,81.8,49.6,0,3,33.2,<6,2.5,1,EC,30-60,Medium,0.3,0.7,0.7,67.73,Average
2.11,60.5,97.5,2,0,23.1,>8,10.2,0,IT,30-60,Low,0.8,0.7,0.3,40.31,Average
1.63,86.1,95.2,1,1,41.9,6-8,28.9,2,EE,30-60,Low,1.0,0.7,0.3,53.25,Average
9.18,79.9,96.2,0,5,10.5,6-8,14.9,1,CE,>60,Medium,1.0,0.4,0.7,88.34,Good
2.71,89.5,37.7,0,1,11.2,<6,26.5,3,EC,30-60,Medium,0.3,0.7,0.7,34.55,At Risk
8.39,67.4,78.3,1,2,19.5,6-8,10.3,0,ME,>60,High,1.0,0.4,1.0,72.27,Good
5.9,76.8,95.6,0,0,19.4,6-8,21.4,0,EC,>60,High,1.0,0.4,1.0,66.52,Average
1.7,62.6,65.7,0,4,36.6,6-8,10.8,0,CE,>60,Medium,1.0,0.4,0.7,54.7,Average
9.6,45.5,37.1,0,4,22.3,6-8,16.0,1,ICT,<30,Low,1.0,1.0,0.3,57.98,Average
3.22,51.3,85.4,0,0,29.8,<6,30.0,0,IT,<30,Low,0.3,1.0,0.3,35.6,At Risk
8.74,83.6,90.4,3,4,29.9,<6,12.9,4,CE,<30,Low,0.3,1.0,0.3,70.2,Good
2.52,33.4,76.3,2,4,15.5,<6,7.4,3,ICT,30-60,High,0.3,0.7,1.0,28.59,At Risk
8.69,65.5,43.5,2,0,46.6,6-8,20.0,2,EE,<30,Medium,1.0,1.0,0.7,55.79,Average
1.12,52.3,35.3,2,1,14.5,6-8,0.7,2,EE,30-60,Medium,1.0,0.7,0.7,20.31,At Risk
5.61,53.2,69.9,2,0,35.8,6-8,9.7,4,CE,30-60,Low,1.0,0.7,0.3,41.6,Average
7.92,83.1,58.6,1,3,25.8,6-8,21.2,3,CE,>60,Medium,1.0,0.4,0.7,68.68,Average
9.41,81.2,73.5,4,3,29.7,<6,12.0,5,EC,30-60,High,0.3,0.7,1.0,64.97,Average
9.18,65.9,28.9,1,5,36.4,>8,23.9,0,ME,<30,Medium,0.8,1.0,0.7,67.48,Average
8.38,46.4,30.9,2,3,48.2,>8,15.3,1,IT,30-60,Medium,0.8,0.7,0.7,54.14,Average
8.99,58.5,49.0,1,2,5.1,6-8,3.1,1,EE,>60,Medium,1.0,0.4,0.7,58.39,Average
2.79,54.5,40.7,0,2,37.4,>8,24.0,0,CE,30-60,Medium,0.8,0.7,0.7,39.13,At Risk
3.56,51.2,69.5,3,1,12.1,<6,28.8,2,EE,30-60,High,0.3,0.7,1.0,24.28,At Risk
3.6,36.2,49.4,2,0,39.9,6-8,2.2,1,EC,30-60,Medium,1.0,0.7,0.7,31.48,At Risk
4.39,62.6,74.7,0,1,45.0,<6,29.4,1,EE,<30,Medium,0.3,1.0,0.7,48.84,Average
4.54,48.1,81.5,1,3,29.2,6-8,9.0,3,ICT,30-60,High,1.0,0.7,1.0,50.96,Average
5.9,69.6,35.0,1,3,26.1,>8,17.1,1,IT,30-60,Low,0.8,0.7,0.3,50.43,Average
2.44,49.2,93.6,5,2,7.1,<6,2.4,1,IT,30-60,Medium,0.3,0.7,0.7,27.62,At Risk
7.22,55.9,83.0,0,3,43.1,<6,24.6,0,CE,30-60,Medium,0.3,0.7,0.7,66.22,Average
2.51,33.1,70.1,2,5,46.2,>8,13.2,0,CE,30-60,Low,0.8,0.7,0.3,42.18,Average
3.79,89.6,92.7,1,2,37.3,6-8,12.8,3,EE,30-60,High,1.0,0.7,1.0,67.46,Average
5.53,60.5,41.3,4,1,15.9,<6,28.2,3,CE,>60,Medium,0.3,0.4,0.7,25.68,At Risk
8.17,31.5,53.7,2,0,15.9,<6,11.8,4,ICT,<30,Low,0.3,1.0,0.3,25.97,At Risk
7.66,62.5,26.9,1,5,45.3,6-8,20.9,4,CE,30-60,Medium,1.0,0.7,0.7,59.42,Average
6.81,82.2,56.5,1,0,7.3,6-8,28.5,2,ICT,<30,Medium,1.0,1.0,0.7,48.83,Average
2.4,76.4,60.5,0,0,8.7,>8,28.2,0,EE,<30,Medium,0.8,1.0,0.7,36.53,At Risk
5.92,72.1,69.3,2,0,32.6,6-8,24.6,1,EE,>60,Low,1.0,0.4,0.3,52.39,Average
1.79,38.4,25.1,0,4,27.7,6-8,28.0,0,CE,<30,Medium,1.0,1.0,0.7,26.71,At Risk
4.4,69.5,22.6,2,5,6.5,6-8,11.7,2,ME,<30,Low,1.0,1.0,0.3,39.02,At Risk
4.72,76.0,53.6,1,1,45.1,>8,18.2,0,EE,>60,Low,0.8,0.4,0.3,56.18,Average
1.36,64.3,35.1,1,5,19.0,<6,14.0,4,ME,<30,High,0.3,1.0,1.0,29.55,At Risk
3.47,83.6,80.7,0,5,16.9,6-8,14.9,5,ME,30-60,Low,1.0,0.7,0.3,58.91,Average
9.6,46.6,73.5,0,2,45.0,>8,21.2,1,ME,30-60,Low,0.8,0.7,0.3,67.2,Average
9.58,44.5,46.1,4,1,33.4,<6,1.5,2,EC,<30,Low,0.3,1.0,0.3,42.68,Average
4.17,82.2,23.7,0,1,23.1,6-8,26.5,1,IT,30-60,High,1.0,0.7,1.0,45.38,Average
1.39,67.5,34.6,2,4,23.8,<6,28.6,1,EC,>60,Low,0.3,0.4,0.3,28.62,At Risk
2.61,30.1,75.3,1,4,27.5,6-8,9.8,0,ME,>60,Low,1.0,0.4,0.3,40.2,Average
4.53,51.2,99.2,2,0,26.1,6-8,12.7,2,EE,<30,Medium,1.0,1.0,0.7,44.1,Average
9.53,81.5,46.1,2,5,8.6,6-8,27.7,1,ME,<30,Medium,1.0,1.0,0.7,68.06,Average
2.27,31.6,84.2,0,0,47.3,6-8,7.7,1,EC,>60,Medium,1.0,0.4,0.7,39.95,At Risk
7.87,30.2,89.4,0,3,13.1,<6,27.3,0,CE,>60,Low,0.3,0.4,0.3,49.77,Average
1.98,46.9,23.9,0,3,8.4,6-8,24.8,4,EE,30-60,Medium,1.0,0.7,0.7,18.19,At Risk
9.83,84.8,93.3,3,4,8.6,<6,28.2,4,EC,30-60,Low,0.3,0.7,0.3,67.14,Average
4.43,84.1,57.3,4,0,33.2,<6,6.5,1,EE,30-60,Low,0.3,0.7,0.3,43.02,Average
7.98,61.1,97.1,0,2,44.6,6-8,22.1,0,IT,<30,Medium,1.0,1.0,0.7,76.16,Good
4.08,63.2,63.1,2,4,35.5,<6,8.8,1,EC,<30,Medium,0.3,1.0,0.7,49.77,Average
6.65,49.9,38.8,3,3,20.8,<6,23.5,2,EC,>60,Medium,0.3,0.4,0.7,35.96,At Risk
2.73,44.6,98.0,0,1,29.0,6-8,23.9,0,ICT,>60,Low,1.0,0.4,0.3,44.36,Average
2.31,78.9,39.5,3,2,16.9,<6,3.3,2,EE,30-60,Medium,0.3,0.7,0.7,32.59,At Risk
9.44,36.4,90.6,0,5,9.8,>8,1.5,1,ICT,>60,Low,0.8,0.4,0.3,69.38,Average
9.26,59.2,33.9,0,2,9.1,>8,11.8,2,EC,<30,High,0.8,1.0,1.0,53.72,Average
8.99,68.1,74.0,2,4,36.0,>8,24.9,0,EC,<30,High,0.8,1.0,1.0,74.36,Good
6.63,36.2,52.9,4,3,24.0,>8,5.6,1,ICT,<30,Medium,0.8,1.0,0.7,38.23,At Risk
8.27,61.2,97.8,1,2,33.3,<6,17.2,2,ME,>60,Medium,0.3,0.4,0.7,67.54,Average
1.62,64.7,34.8,0,1,35.4,6-8,2.8,2,CE,30-60,Low,1.0,0.7,0.3,35.87,At Risk
4.01,74.5,52.7,2,0,48.1,<6,3.7,1,ME,<30,High,0.3,1.0,1.0,47.45,Average
3.82,44.1,71.2,0,4,21.1,<6,19.1,0,ME,>60,Medium,0.3,0.4,0.7,45.1,Average
6.72,47.6,98.2,1,3,13.9,<6,21.1,2,ICT,>60,Low,0.3,0.4,0.3,51.15,Average
4.2,64.2,44.3,0,3,10.8,6-8,7.4,0,ICT,<30,High,1.0,1.0,1.0,48.87,Average
2.34,89.0,51.7,1,5,5.8,6-8,21.0,1,ICT,30-60,Medium,1.0,0.7,0.7,51.38,Average
6.37,43.0,56.9,2,2,11.9,<6,3.6,1,CE,>60,Medium,0.3,0.4,0.7,39.48,At Risk
8.33,89.2,40.2,3,4,36.1,<6,16.0,2,ME,<30,Medium,0.3,1.0,0.7,64.97,Average
4.44,72.9,85.4,0,0,24.3,6-8,12.3,1,CE,30-60,High,1.0,0.7,1.0,57.88,Average
2.19,79.6,27.4,3,0,44.4,6-8,12.4,3,IT,<30,Medium,1.0,1.0,0.7,32.05,At Risk
2.77,35.4,76.4,2,3,5.6,>8,1.4,0,CE,30-60,Low,0.8,0.7,0.3,31.55,At Risk
3.14,48.0,62.7,1,3,46.9,6-8,4.3,1,EC,<30,Medium,1.0,1.0,0.7,48.38,Average
3.7,33.5,39.4,0,0,7.3,6-8,26.2,3,EC,30-60,Low,1.0,0.7,0.3,14.12,At Risk
6.79,52.3,59.4,4,1,49.2,>8,29.2,1,ICT,30-60,Low,0.8,0.7,0.3,43.81,Average
6.41,88.9,86.4,0,3,9.7,6-8,6.1,4,EC,<30,High,1.0,1.0,1.0,70.72,Good
7.26,36.3,55.6,1,5,14.3,<6,23.7,3,IT,30-60,Medium,0.3,0.7,0.7,41.58,Average
4.26,63.7,29.8,2,5,37.6,6-8,28.9,1,EC,30-60,Medium,1.0,0.7,0.7,47.16,Average
8.42,30.4,23.3,1,4,22.4,>8,13.0,1,CE,<30,Low,0.8,1.0,0.3,41.18,Average
2.84,72.8,82.2,3,5,47.0,>8,23.1,1,ICT,<30,Low,0.8,1.0,0.3,56.03,Average
5.22,41.8,46.4,2,2,10.1,6-8,18.6,0,EE,>60,Medium,1.0,0.4,0.7,34.78,At Risk
8.21,37.8,94.5,2,3,38.0,>8,6.8,3,ME,<30,Medium,0.8,1.0,0.7,59.64,Average
2.62,50.2,69.4,1,1,29.4,<6,18.2,2,ME,30-60,Medium,0.3,0.7,0.7,31.25,At Risk
1.99,76.3,54.9,0,5,43.6,6-8,19.6,1,ME,<30,High,1.0,1.0,1.0,58.87,Average
8.95,36.4,65.2,0,2,10.1,6-8,29.0,1,ICT,>60,Medium,1.0,0.4,0.7,51.07,Average
4.09,43.8,56.6,0,5,45.7,<6,3.8,0,ME,<30,Medium,0.3,1.0,0.7,52.87,Average
7.15,30.5,92.5,1,1,6.6,6-8,25.3,3,ICT,>60,Low,1.0,0.4,0.3,38.92,At Risk
1.23,88.1,56.6,0,1,44.7,>8,11.8,2,ME,>60,Medium,0.8,0.4,0.7,51.68,Average
7.21,65.5,28.3,1,2,48.0,6-8,25.5,2,ME,30-60,Low,1.0,0.7,0.3,53.27,Average
3.84,73.2,67.8,1,3,9.4,6-8,4.8,1,IT,<30,Medium,1.0,1.0,0.7,52.04,Average
1.5,69.1,69.8,1,5,21.3,6-8,11.8,2,EC,30-60,Medium,1.0,0.7,0.7,49.04,Average
6.49,38.7,81.2,0,5,43.9,<6,23.1,1,CE,<30,Medium,0.3,1.0,0.7,58.84,Average
3.17,65.7,94.7,2,0,20.5,>8,9.3,0,EE,30-60,Medium,0.8,0.7,0.7,46.56,Average
4.48,37.9,55.4,0,5,15.7,6-8,10.0,2,IT,<30,Medium,1.0,1.0,0.7,42.97,Average
1.73,54.1,48.2,2,2,13.6,<6,28.4,1,ME,<30,Low,0.3,1.0,0.3,17.2,At Risk
2.32,64.1,59.3,1,2,33.5,<6,3.7,0,EC,30-60,High,0.3,0.7,1.0,44.74,Average
3.68,63.5,92.0,2,0,12.7,6-8,15.8,2,ICT,30-60,Medium,1.0,0.7,0.7,41.31,Average
1.81,37.1,98.4,1,2,11.3,6-8,16.9,3,ME,<30,Low,1.0,1.0,0.3,27.66,At Risk
9.2,32.1,97.7,0,5,12.0,6-8,15.7,3,ME,30-60,High,1.0,0.7,1.0,65.65,Average
1.05,77.9,38.4,1,4,35.0,6-8,13.7,3,ME,<30,High,1.0,1.0,1.0,43.05,Average
